ViewYN,PoolPrivateYN,ListingKey,CloseDate,ClosePrice,Latitude,Longitude,UnparsedAddress,LivingArea,DaysOnMarket,AssociationFeeFrequency,ListingKeyNumeric,MLSAreaMajor,ElementarySchool,AttachedGarageYN,ParkingTotal,SubdivisionName,YearBuilt,StreetNumberNumeric,ListingId,BathroomsTotalInteger,BedroomsTotal,ContractStatusChangeDate,PurchaseContractDate,ListingContractDate,MiddleOrJuniorSchool,FireplaceYN,Stories,HighSchool,MainLevelBedrooms,NewConstructionYN,GarageSpaces,HighSchoolDistrict,PostalCode,AssociationFee,LotSizeSquareFeet,ViewYN_was_missing,PoolPrivateYN_was_missing,AttachedGarageYN_was_missing,YearBuilt_was_missing,StreetNumberNumeric_was_missing,FireplaceYN_was_missing,NewConstructionYN_was_missing,GarageSpaces_was_missing,AssociationFee_was_missing,"Flooring_,",Flooring_B,Flooring_C,Flooring_L,Flooring_R,Flooring_S,Flooring_T,Flooring_U,Flooring_V,Flooring_W,Flooring_a,Flooring_b,Flooring_c,Flooring_d,Flooring_e,Flooring_i,Flooring_k,Flooring_l,Flooring_m,Flooring_n,Flooring_o,Flooring_p,Flooring_r,Flooring_s,Flooring_t,Flooring_w,Flooring_y,"Levels_,",Levels_M,Levels_O,Levels_S,Levels_T,Levels_e,Levels_h,Levels_i,Levels_l,Levels_n,Levels_o,Levels_p,Levels_r,Levels_t,Levels_u,Levels_w,CountyOrParish_Butte,CountyOrParish_Calaveras,CountyOrParish_Colusa,CountyOrParish_Contra Costa,CountyOrParish_El Dorado,CountyOrParish_Fresno,CountyOrParish_Glenn,CountyOrParish_Humboldt,CountyOrParish_Imperial,CountyOrParish_Kern,CountyOrParish_Kings,CountyOrParish_Lake,CountyOrParish_Lassen,CountyOrParish_Los Angeles,CountyOrParish_Madera,CountyOrParish_Mariposa,CountyOrParish_Mendocino,CountyOrParish_Merced,CountyOrParish_Monterey,CountyOrParish_Napa,CountyOrParish_Nevada,CountyOrParish_Orange,CountyOrParish_Other,CountyOrParish_Placer,CountyOrParish_Plumas,CountyOrParish_Riverside,CountyOrParish_Sacramento,CountyOrParish_San Benito,CountyOrParish_San Bernardino,CountyOrParish_San Diego,CountyOrParish_San Francisco,CountyOrParish_San Joaquin,CountyOrParish_San Luis Obispo,CountyOrParish_San Mateo,CountyOrParish_Santa Barbara,CountyOrParish_Santa Clara,CountyOrParish_Santa Cruz,CountyOrParish_Shasta,CountyOrParish_Siskiyou,CountyOrParish_Solano,CountyOrParish_Sonoma,CountyOrParish_Stanislaus,CountyOrParish_Sutter,CountyOrParish_Tehama,CountyOrParish_Tulare,CountyOrParish_Tuolumne,CountyOrParish_Ventura,CountyOrParish_Yolo,CountyOrParish_Yuba,StateOrProvince_CA,StateOrProvince_FL,City_Apple Valley,City_Bakersfield,City_Banning,City_Beaumont,City_Chico,City_Chino,City_Chino Hills,City_Corona,City_Fontana,City_Fullerton,City_Garden Grove,City_Hemet,City_Hesperia,City_Huntington Beach,City_Irvine,City_Jurupa Valley,City_Lake Elsinore,City_Lake Forest,City_Lakewood,City_Lancaster,City_Long Beach,City_Los Angeles,City_Menifee,City_Merced,City_Mission Viejo,City_Moreno Valley,City_Murrieta,City_Oceanside,City_Ontario,City_Orange,City_Other,City_Palmdale,City_Perris,City_Rancho Cucamonga,City_Redlands,City_Riverside,City_San Bernardino,City_San Diego,City_San Jacinto,City_Santa Ana,City_Santa Maria,City_Temecula,City_Torrance,City_Upland,City_Valencia,City_Victorville,City_Whittier,City_Winchester,City_Yorba Linda,City_Yucaipa
1,1,1112685198,2025-05-28,425000.0,34.097501,-117.62397,8606 Edwin Street,-0.8847050566640607,-0.8649944947786302,0,1112685198,688 - Rancho Cucamonga,Unknown,1,2.0,Unknown,1957.0,8606.0,IG25100197,2.0,4.0,2025-05-28,2025-05-06,2025-05-03,Unknown,1,1.0,Unknown,1.0,0,2.0,Chaffey Joint Union High,91730,-0.3639251072655531,-0.20903477238083998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112681591,2025-05-21,1680000.0,35.158249,-120.677165,202 Vista Del Mar Avenue,-0.983632923186592,-0.7497800032095483,0,1112681591,SLBH - Shell Beach,Unknown,0,1.0,Unknown,1952.0,202.0,SC25099649,2.0,3.0,2025-05-21,2025-05-11,2025-05-05,Unknown,0,1.0,Unknown,3.0,0,1.0,Lucia Mar Unified,93449,-0.3639251072655531,-0.34179399712714253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1112680564,2025-05-27,595000.0,33.822175,-118.216444,1751 W Arlington Street,-0.8404478532197703,-0.5654368166990172,0,1112680564,11 - Westside,Unknown,0,0.0,Unknown,1925.0,1751.0,PW25099992,1.0,3.0,2025-05-27,2025-05-19,2025-05-05,Unknown,1,1.0,Unknown,3.0,0,0.0,Long Beach Unified,90810,-0.3639251072655531,-0.2914617655496601,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1112675616,2025-05-22,1730000.0,32.765908,-117.1043288,4854 BIONA DR,-0.2833277628034098,-0.8419515964648139,0,1112675616,92116 - Normal Heights,Franklin,1,2.0,Kensington Park (787),1935.0,4854.0,NDP2504425,2.0,3.0,2025-05-22,2025-05-15,2025-04-25,Wilson,1,1.0,Hoover,3.0,0,2.0,San Diego Unified,92116,-0.3639251072655531,-0.3079073443799609,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1112648259,2025-05-30,332500.0,34.527394,-117.309907,15224 Las Piedras Drive,-0.9159454355659127,-0.7958657998371811,0,1112648259,VIC - Victorville,Unknown,1,1.0,Unknown,1955.0,15224.0,HD25098258,2.0,4.0,2025-05-30,2025-05-09,2025-05-05,Unknown,0,1.0,Unknown,4.0,0,1.0,Victor Valley Unified,92395,-0.3639251072655531,-0.16921496891764187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,0,1112648254,2025-05-29,1185000.0,34.232853000000006,-119.01198,1728 Via Pajaro,-0.22084700499970586,-0.8649944947786302,1,1112648254,VC45 - Mission Oaks,Unknown,1,4.0,Creekside 3 - 507703,2003.0,1728.0,V1-29739,2.0,3.0,2025-05-29,2025-05-06,2025-03-29,Unknown,1,1.0,Unknown,3.0,0,2.0,Unknown,93012,0.10214794053388622,-0.28875401891416264,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1112599578,2025-05-28,1220000.0,33.739022,-117.995497,15372 Shasta Lane,-0.4434347046754013,-0.6576084099542827,0,1112599578,17 - Northwest Huntington Beach,Unknown,1,5.0,Other,1962.0,15372.0,OC25085763,2.0,3.0,2025-05-28,2025-05-15,2025-04-17,Unknown,1,1.0,Unknown,3.0,0,2.0,Huntington Beach Union High,92647,-0.3639251072655531,-0.2468635856708782,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1112594622,2025-05-20,275000.0,33.749559000000005,-116.97583799999998,424 W Latham Avenue,-1.0669406002581974,-0.7728229015233646,0,1112594622,SRCAR - Southwest Riverside County,Unknown,0,2.0,Unknown,1930.0,424.0,NDP2504412,2.0,2.0,2025-05-20,2025-05-10,2025-05-01,Rancho Viejo,0,1.0,Tahquitz,2.0,0,1.0,Hemet Unified,92543,-0.3639251072655531,-0.27139258460420823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112589996,2025-05-29,523000.0,39.766805,-121.807182,2816 Levi Lane,-0.4369262924041821,-0.7728229015233646,0,1112589996,Unknown,Unknown,1,2.0,Unknown,2016.0,2816.0,SN25097509,2.0,3.0,2025-05-29,2025-05-10,2025-05-05,Unknown,1,1.0,Unknown,3.0,0,2.0,Chico Unified,95973,-0.3639251072655531,-0.3407586822370994,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112587323,2025-05-23,1250000.0,33.411932,-117.592232,737 Calle Bahia,-1.0669406002581974,-0.8419515964648139,1,1112587323,SE - San Clemente Southeast,Unknown,1,1.0,President Heights I (PH),1973.0,737.0,LG25098907,2.0,2.0,2025-05-23,2025-05-07,2025-05-05,Unknown,0,2.0,Unknown,0.0,0,1.0,Capistrano Unified,92672,2.3589226982995926,-0.4838312360803702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112578511,2025-05-28,1150000.0,34.380852000000004,-118.418595,16233 Placerita Canyon Road,1.2266238841194366,-0.8419515964648139,0,1112578511,PLAC - Placerita Canyon,Unknown,1,3.0,Custom Placerita Canyon (CPLAC),1979.0,16233.0,SR25098999,3.0,4.0,2025-05-28,2025-05-07,2025-05-05,Unknown,1,1.0,Unknown,4.0,0,3.0,William S. Hart Union,91321,-0.3639251072655531,1.8493305082387972,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1112572561,2025-05-27,2222000.0,33.817056,-118.331828,2646 W 230th Place,1.2162104244854859,-0.7958657998371811,0,1112572561,127 - South East Torrance - West,Hickory,1,2.0,Unknown,1960.0,2646.0,SB25098963,4.0,4.0,2025-05-27,2025-05-12,2025-05-04,Madrona,1,2.0,South,2.0,1,2.0,Torrance Unified,90505,-0.3639251072655531,-0.29257672004662966,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1112565657,2025-05-20,625000.0,33.929595,-117.928859,304 S Fonda Street,-1.1359297703331206,-0.7958657998371811,0,1112565657,87 - La Habra,Unknown,0,2.0,other,1950.0,304.0,OC25098830,1.0,3.0,2025-05-20,2025-05-08,2025-05-03,Unknown,1,1.0,Unknown,3.0,0,2.0,Fullerton Joint Union High,90631,-0.3639251072655531,-0.30336788678515636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112560441,2025-05-30,1295000.0,33.992713,-117.858437,1305 Fairlance Drive,0.5093968518310845,-0.8189086981509974,0,1112560441,668 - Walnut,Unknown,1,3.0,Unknown,1975.0,1305.0,TR25098715,3.0,4.0,2025-05-30,2025-05-12,2025-05-02,Unknown,1,2.0,Unknown,2.0,0,3.0,Walnut Valley Unified,91789,-0.3639251072655531,-0.1493050671860428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112558377,2025-05-27,600000.0,33.553385,-117.16861000000002,26006 Chloe Place 38,0.2672839153417315,-0.7728229015233646,1,1112558377,SRCAR - Southwest Riverside County,Unknown,1,2.0,Unknown,2017.0,26006.0,SW25096670,3.0,4.0,2025-05-27,2025-05-08,2025-04-30,Unknown,0,2.0,Vista Murrieta,0.0,0,2.0,Murrieta,92563,0.2799916035099881,-0.44321503654790817,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1112553830,2025-05-30,545000.0,34.153258,-116.070976,72935 Siesta Drive,0.09936687874427708,-0.49630812175756805,0,1112553830,DC724 - Chocolate Drop,Unknown,0,2.0,Unknown,1961.0,72935.0,JT25091116,2.0,4.0,2025-05-30,2025-05-20,2025-04-25,Unknown,1,1.0,29 Palms,4.0,0,2.0,Morongo Unified,92277,-0.3639251072655531,0.21862991681390784,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1112553235,2025-05-30,430000.0,33.723048,-117.195988,26569 Jaelene Street,-0.5853180921879791,-0.6806513082680992,4,1112553235,SRCAR - Southwest Riverside County,Unknown,1,2.0,Unknown,1977.0,26569.0,TR25098363,2.0,2.0,2025-05-30,2025-05-12,2025-05-03,Unknown,1,1.0,Unknown,2.0,0,2.0,Riverside Unified,92586,2.1504163348103695,-0.2367095357877627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112550937,2025-05-23,230000.0,34.241661,-116.834578,44361 Silver Pine Road,-1.741212111556503,-0.42717942681611887,0,1112550937,SGLF - Sugarloaf,Unknown,0,0.0,Unknown,1936.0,44361.0,IG25098355,1.0,1.0,2025-05-23,2025-05-23,2025-05-02,Unknown,1,1.0,Unknown,1.0,0,0.0,Bear Valley Unified,92386,-0.3639251072655531,-0.45193557350634855,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112547799,2025-05-30,465000.0,34.482714,-117.261861,12730 Rolling Ridge Drive,-0.019086224591911734,-0.6345655116404664,1,1112547799,VIC - Victorville,Unknown,1,2.0,Unknown,1984.0,12730.0,HD25098303,2.0,3.0,2025-05-30,2025-05-14,2025-05-03,Unknown,1,1.0,Unknown,3.0,0,2.0,Victor Valley Unified,92395,0.48849796699921094,-0.2448725954977183,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1112545583,2025-05-27,805000.0,32.641409,-117.017574,757 Duoro Drive,-0.9354706723795702,-0.5654368166990172,0,1112545583,91910 - Chula Vista,Unknown,1,4.0,Unknown,1995.0,757.0,PTP2503213,2.0,3.0,2025-05-27,2025-05-17,2025-05-02,Unknown,1,1.0,Unknown,3.0,0,2.0,Sweetwater Union,91910,-0.3639251072655531,-0.327219949059612,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112542963,2025-05-30,450000.0,34.217378000000004,-117.119449,31347 Oakleaf Drive,-0.2546907488100455,-0.7497800032095483,0,1112542963,288 - Running Springs,Charles Hoffman,0,2.0,Upper Rowco (UPRW),1965.0,31347.0,OC25098281,3.0,3.0,2025-05-30,2025-05-09,2025-05-02,Mary Putnam,1,2.0,Rim Of The World,1.0,0,2.0,Rim of the World,92382,-0.3639251072655531,-0.2448725954977183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112542917,2025-05-28,1600000.0,34.190446,-118.233259,2955 Hermosita Drive,-0.4226077854075,-0.7728229015233646,0,1112542917,699 - Not Defined,Unknown,0,2.0,Unknown,1940.0,2955.0,PW25097849,3.0,3.0,2025-05-28,2025-05-08,2025-05-02,Unknown,0,1.0,Unknown,3.0,0,2.0,Glendale Unified,91208,-0.3639251072655531,-0.14392939371851105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112540430,2025-05-22,202000.0,33.967863,-116.947279,10561 Overland Trail,-0.6191618359983188,-0.7497800032095483,1,1112540430,263 - Banning/Beaumont/Cherry Valley,Unknown,0,2.0,HSV,1972.0,10561.0,IV25097551,2.0,2.0,2025-05-22,2025-05-08,2025-05-01,Unknown,0,1.0,Beaumont,2.0,0,0.0,Beaumont,92223,0.7154019507963064,-0.3407586822370994,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
